crop_name,temparature,humidity,moisture,soil_type,nitrogen,potassium,phosphorous
Pulses,29.59,61.69,42.35,Sandy,25,1,20
Barley,35.43,75.29,47.09,Clayey,11,8,32
Pulses,28.02,58.94,45.14,Clayey,8,0,33
Oil seeds,28.71,50.83,38.48,Clayey,41,0,0
Sugarcane,28.69,57.93,30.03,Sandy,32,1,2
Wheat,31.97,74.57,25.98,Loamy,11,0,10
Maize,38.94,72.08,57.52,Black,14,18,13
Wheat,27.52,45.64,50.85,Black,24,3,19
Tobacco,27.02,50.44,41.89,Clayey,7,17,12
Pulses,35.55,67.27,37.82,Sandy,9,0,41
Maize,34.18,74.74,50.05,Red,38,2,0
Millets,36.35,71.25,37.03,Sandy,21,1,20
Millets,29.98,53.76,60.3,Loamy,9,0,38
Ground Nuts,22.47,54.03,32.7,Clayey,35,2,0
Paddy,29.13,67.3,34.87,Black,17,0,37
Maize,30.91,69.94,41.75,Sandy,17,0,11
Maize,28.89,56.51,48.61,Clayey,18,4,28
Sugarcane,28.99,60.36,45.61,Black,16,0,40
Pulses,27.53,56.83,40.73,Black,44,0,0
Barley,38.55,59.74,67.6,Red,13,3,37
Pulses,33.73,65.97,52.77,Clayey,10,22,19
Paddy,28.95,61.0,49.42,Sandy,5,5,24
Pulses,29.44,60.05,37.08,Loamy,32,2,0
Tobacco,37.91,78.37,47.5,Black,37,4,2
Millets,22.06,53.64,62.43,Sandy,38,0,2
Maize,29.9,50.37,36.94,Red,10,17,21
Cotton,29.48,65.8,57.41,Loamy,1,5,27
Wheat,40.0,69.31,59.57,Sandy,40,0,4
Tobacco,25.82,56.18,61.74,Loamy,7,2,8
Pulses,28.24,40.02,40.05,Red,1,17,15
Ground Nuts,32.76,51.56,45.73,Sandy,31,2,0
Tobacco,36.77,64.73,55.77,Red,8,3,28
Ground Nuts,20.58,55.92,31.05,Loamy,21,0,18
Paddy,21.55,53.17,35.77,Red,22,1,18
Pulses,31.85,64.85,57.26,Loamy,35,0,2
Paddy,27.38,50.41,31.84,Clayey,16,0,36
Millets,24.4,57.91,27.16,Loamy,12,10,31
Sugarcane,32.6,54.47,50.6,Clayey,3,17,13
Ground Nuts,30.3,52.93,55.68,Loamy,10,16,12
Wheat,36.87,57.57,45.09,Clayey,4,9,33
Wheat,34.86,62.76,36.35,Red,2,21,13
Barley,35.65,71.86,53.99,Loamy,44,0,0
Maize,30.31,50.43,35.53,Clayey,25,0,22
Wheat,25.23,48.47,57.13,Red,9,0,6
Millets,26.81,65.88,59.33,Loamy,10,0,5
Sugarcane,38.19,61.79,70.0,Loamy,2,7,27
Millets,33.87,62.52,61.81,Sandy,6,9,36
Sugarcane,28.87,57.72,46.25,Clayey,5,8,33
Cotton,37.83,59.3,43.69,Loamy,13,11,12
Oil seeds,29.8,59.07,54.15,Sandy,9,0,42
Pulses,32.93,59.84,31.68,Loamy,12,0,34
Maize,26.86,48.06,41.76,Sandy,37,0,0
Ground Nuts,35.24,56.8,37.98,Red,17,3,35
Barley,35.85,63.92,50.71,Loamy,17,13,16
Ground Nuts,29.78,70.86,33.51,Clayey,12,0,9
Maize,21.61,58.34,25.13,Clayey,17,18,10
Oil seeds,27.69,65.61,48.22,Red,8,12,13
Ground Nuts,24.76,43.52,35.03,Sandy,34,1,4
Tobacco,30.93,47.92,53.87,Sandy,8,3,33
Pulses,29.99,54.05,36.41,Clayey,16,0,13
Oil seeds,28.32,51.25,38.83,Sandy,10,0,17
Ground Nuts,32.3,57.5,28.11,Black,4,8,30
Maize,28.84,56.24,54.54,Loamy,39,4,3
Barley,34.15,64.07,42.61,Clayey,17,4,22
Paddy,34.1,59.07,37.26,Red,21,0,26
Maize,29.23,57.13,41.46,Red,42,3,1
Ground Nuts,32.1,61.91,33.02,Loamy,11,5,25
Pulses,29.11,56.7,40.85,Red,39,0,0
Wheat,30.83,43.14,58.64,Black,15,0,11
Wheat,29.28,64.36,38.44,Black,21,0,19
Tobacco,25.66,68.77,42.77,Sandy,8,1,6
Wheat,29.51,61.2,48.69,Loamy,40,0,0
Oil seeds,29.72,51.46,39.97,Black,16,6,11
Maize,33.16,68.18,27.27,Loamy,35,3,0
Ground Nuts,38.57,69.47,35.76,Sandy,16,0,37
Tobacco,30.4,58.65,58.25,Sandy,9,3,36
Maize,34.75,70.91,33.64,Clayey,14,0,35
Paddy,25.52,57.37,36.07,Sandy,15,15,20
Wheat,27.58,60.64,42.28,Loamy,14,2,12
Sugarcane,33.06,73.54,63.25,Red,3,13,31
Millets,30.98,60.43,34.78,Clayey,35,3,0
Sugarcane,38.1,74.1,66.48,Loamy,33,0,3
Cotton,28.06,60.94,51.32,Clayey,12,0,5
Sugarcane,25.92,63.87,37.41,Red,10,0,14
Tobacco,28.82,48.22,36.64,Loamy,34,3,0
Oil seeds,37.06,75.75,28.48,Loamy,12,0,34
Pulses,32.73,68.98,46.02,Clayey,25,0,27
Sugarcane,29.23,61.98,39.5,Loamy,8,16,18
Pulses,31.37,64.37,50.13,Clayey,24,0,21
Wheat,34.0,59.81,36.57,Sandy,18,3,24
Wheat,31.81,58.06,49.03,Black,12,10,11
Pulses,22.25,58.5,48.46,Sandy,19,0,14
Maize,31.1,60.2,37.11,Clayey,10,4,6
Pulses,35.42,57.14,39.62,Sandy,20,0,21
Barley,26.7,56.64,48.14,Black,31,0,0
Barley,32.35,63.16,38.72,Red,14,2,42
Pulses,24.07,56.17,37.66,Black,38,0,0
Barley,36.03,64.38,52.82,Sandy,41,1,3
Ground Nuts,33.45,73.71,34.17,Clayey,27,0,25
Tobacco,34.69,66.52,43.91,Black,13,17,14
Ground Nuts,26.83,55.99,70.0,Black,15,1,31
Sugarcane,37.23,57.81,35.92,Red,38,1,3
Ground Nuts,37.91,67.79,65.15,Loamy,14,2,42
Oil seeds,32.7,52.68,51.6,Sandy,13,0,33
Pulses,30.57,51.83,41.43,Black,39,0,0
Oil seeds,27.81,50.2,35.57,Black,20,0,18
Tobacco,28.53,48.81,31.53,Sandy,13,7,13
Tobacco,32.33,66.18,32.51,Sandy,45,1,0
Millets,34.3,69.48,20.0,Black,10,5,25
Tobacco,26.61,57.1,26.11,Loamy,10,0,43
Sugarcane,30.74,57.16,66.9,Sandy,38,0,3
Paddy,24.54,66.05,39.14,Black,15,0,34
Millets,34.76,60.13,44.36,Sandy,15,4,42
Sugarcane,25.47,55.49,58.13,Loamy,13,11,28
Ground Nuts,27.35,62.5,42.01,Sandy,12,4,12
Maize,28.11,55.71,25.36,Clayey,38,3,0
Ground Nuts,33.96,48.63,35.77,Sandy,21,0,26
Pulses,36.51,58.06,51.75,Loamy,14,0,40
Millets,33.0,54.95,39.38,Loamy,4,0,16
Tobacco,24.16,49.21,39.12,Loamy,44,2,0
Millets,32.06,61.93,57.19,Clayey,15,0,13
Paddy,31.63,59.15,26.89,Black,38,1,2
Ground Nuts,35.34,74.07,53.44,Loamy,3,6,33
Cotton,29.35,50.79,33.69,Loamy,38,0,0
Millets,33.25,55.48,47.7,Sandy,19,0,16
Cotton,30.75,58.05,65.23,Red,14,0,36
Millets,30.72,66.14,20.0,Red,2,19,21
Maize,22.18,48.97,24.49,Clayey,9,0,42
Oil seeds,33.14,62.56,26.19,Sandy,9,12,29
Barley,21.2,48.29,57.03,Sandy,34,2,0
Oil seeds,28.41,58.76,58.06,Red,10,12,11
Cotton,22.68,56.76,68.02,Black,8,0,11
Tobacco,37.59,56.26,44.68,Red,42,2,4
Sugarcane,30.81,47.67,38.48,Sandy,5,19,24
Pulses,31.48,59.28,37.95,Black,23,1,25
Sugarcane,29.47,59.62,31.33,Red,41,1,2
Paddy,28.52,63.14,37.44,Black,33,2,0
Millets,37.46,62.66,42.24,Clayey,34,0,0
Maize,24.64,58.38,63.27,Loamy,38,0,0
Millets,40.0,77.27,38.47,Red,15,0,40
Wheat,22.31,49.61,31.26,Black,17,0,17
Sugarcane,29.54,59.13,40.66,Loamy,41,0,0
Barley,35.59,59.08,70.0,Black,6,10,13
Pulses,33.9,62.16,47.51,Sandy,6,14,17
Tobacco,34.54,58.84,53.98,Black,10,19,13
Sugarcane,33.48,58.65,32.9,Loamy,7,3,39
Oil seeds,34.99,75.44,53.77,Loamy,19,0,42
Ground Nuts,40.0,66.7,69.57,Red,14,4,40
Cotton,26.37,52.2,36.71,Loamy,17,4,44
Ground Nuts,30.89,58.66,49.31,Loamy,15,0,8
Ground Nuts,28.31,43.74,42.46,Red,8,0,35
Sugarcane,24.14,51.65,39.68,Black,7,4,27
Millets,24.67,47.76,26.37,Loamy,35,1,2
Pulses,23.6,55.67,40.76,Black,16,2,21
Millets,27.74,65.66,67.85,Loamy,13,0,36
Sugarcane,27.83,41.06,29.89,Sandy,15,16,7
Oil seeds,28.66,64.42,38.34,Black,13,15,11
Sugarcane,27.57,47.43,38.87,Red,21,0,19
Millets,32.25,51.79,35.69,Black,14,0,10
Ground Nuts,33.02,48.8,52.02,Clayey,22,0,15
Maize,30.68,54.7,40.85,Black,19,0,13
Wheat,30.56,60.51,28.79,Red,16,1,40
Cotton,25.84,60.68,34.82,Sandy,7,12,27
Oil seeds,34.57,55.7,53.44,Clayey,43,0,0
Cotton,26.71,55.16,44.94,Red,24,0,22
Oil seeds,22.88,46.03,22.86,Black,11,0,13
Oil seeds,33.69,55.35,60.53,Black,12,7,36
Wheat,29.22,49.26,33.55,Red,35,0,0
Maize,32.64,67.85,32.04,Loamy,5,7,27
Tobacco,25.17,47.0,37.3,Black,6,22,13
Oil seeds,30.7,57.61,50.29,Black,16,0,7
Barley,29.75,58.55,65.87,Clayey,18,1,40
Ground Nuts,27.58,64.9,58.56,Red,11,14,10
Millets,30.12,64.91,33.26,Sandy,35,0,4
Millets,28.43,63.69,37.41,Sandy,1,21,19
Paddy,26.62,61.65,36.08,Loamy,31,0,0
Millets,33.94,57.36,51.49,Clayey,10,2,41
Millets,33.34,65.67,58.35,Black,12,3,37
Cotton,31.03,54.07,57.8,Black,6,0,16
Pulses,32.8,73.72,52.98,Clayey,2,6,25
Paddy,33.37,65.55,45.17,Red,13,0,36
Oil seeds,26.13,55.73,53.35,Red,13,0,5
Barley,29.21,57.9,34.9,Red,10,14,24
Maize,33.39,63.67,59.26,Black,11,16,15
Millets,30.47,61.98,21.87,Black,42,0,1
Barley,24.6,59.94,58.54,Black,12,0,12
Barley,32.18,53.01,45.88,Sandy,1,18,14
Sugarcane,26.48,61.28,57.82,Sandy,9,3,16
Pulses,33.16,63.11,53.91,Sandy,23,0,28
Millets,37.39,69.61,67.14,Red,38,0,2
Sugarcane,38.64,74.69,33.53,Sandy,14,3,16
Pulses,22.93,59.18,36.33,Loamy,11,0,38
Paddy,31.44,62.56,39.08,Red,45,0,0
Tobacco,25.6,66.44,64.99,Clayey,9,6,29
Paddy,33.19,59.66,56.19,Loamy,6,12,14
Sugarcane,27.12,47.82,58.64,Clayey,38,0,0
Cotton,28.19,51.2,44.38,Clayey,24,0,16
Cotton,31.97,58.34,59.73,Red,6,11,32
Cotton,34.13,65.02,35.68,Black,41,0,3
Maize,26.4,65.58,44.9,Sandy,27,0,20
Cotton,37.03,63.45,39.53,Red,39,3,0
Pulses,21.34,54.69,39.42,Red,20,2,26
Millets,30.34,57.74,34.86,Red,16,0,42
Maize,27.05,53.84,37.54,Black,23,0,24
Ground Nuts,28.09,53.58,27.41,Loamy,13,6,14
Wheat,36.19,70.05,26.41,Black,19,3,24
Barley,27.86,44.14,58.37,Black,13,0,16
Oil seeds,26.41,56.89,37.25,Loamy,31,0,2
Sugarcane,28.03,42.81,70.0,Black,5,0,14
Paddy,29.21,57.22,49.29,Clayey,17,13,14
Sugarcane,37.56,66.53,37.17,Black,15,0,39
Tobacco,35.57,69.22,38.56,Clayey,26,0,17
Cotton,34.43,59.77,62.97,Red,17,2,42
Barley,31.27,43.49,37.61,Loamy,35,0,3
Barley,25.82,61.11,39.24,Red,6,20,16
Millets,26.5,45.75,61.25,Red,36,0,0
Sugarcane,34.03,60.39,43.18,Loamy,10,0,6
Millets,28.01,50.4,61.19,Red,6,2,11
Oil seeds,28.67,55.39,64.88,Clayey,14,3,35
Cotton,30.47,67.64,60.18,Red,39,0,0
Cotton,29.93,66.3,55.91,Black,8,9,11
Barley,30.69,60.36,64.89,Loamy,7,9,32
Tobacco,30.92,49.97,58.06,Loamy,13,0,37
Pulses,28.21,57.45,20.0,Sandy,18,13,13
Paddy,27.18,64.47,30.84,Red,15,17,18
Maize,21.63,57.62,34.24,Sandy,11,15,11
Millets,30.78,61.89,28.42,Clayey,12,3,36
Paddy,27.05,50.42,42.32,Clayey,10,4,11
Wheat,31.18,47.51,35.51,Red,13,12,25
Cotton,31.88,56.55,43.06,Loamy,9,0,12
Barley,31.35,62.93,34.02,Clayey,17,2,28
Wheat,30.99,59.97,63.35,Red,13,0,14
Tobacco,32.83,55.64,40.91,Loamy,42,0,0
Millets,33.9,50.25,20.0,Red,7,19,12
Cotton,24.38,50.13,34.67,Clayey,13,3,33
Millets,31.49,58.29,37.49,Clayey,44,0,0
Wheat,31.93,53.26,30.3,Clayey,31,1,4
Tobacco,33.75,70.86,30.19,Loamy,25,0,16
Wheat,36.49,72.03,52.71,Red,9,13,23
Paddy,33.91,50.88,53.37,Red,5,3,32
Sugarcane,40.0,76.4,57.23,Red,10,19,18
Wheat,32.12,76.73,34.45,Black,4,3,33
Sugarcane,24.06,53.06,37.08,Sandy,23,0,24
Tobacco,25.5,53.43,42.85,Red,5,10,31
Maize,34.0,59.76,27.52,Black,13,0,41
Oil seeds,22.5,58.83,39.36,Red,10,4,12
Millets,38.66,60.15,57.58,Sandy,38,0,3
Cotton,33.03,59.23,50.06,Sandy,9,7,28
Ground Nuts,27.05,53.34,70.0,Loamy,10,1,10
Millets,27.27,62.47,57.15,Clayey,16,0,5
Cotton,29.07,56.52,53.78,Clayey,5,14,11
Cotton,38.17,66.45,68.55,Loamy,37,4,0
Cotton,28.13,55.71,50.38,Clayey,18,3,20
Maize,32.56,62.62,56.5,Clayey,11,0,40
Millets,30.84,47.62,28.08,Red,34,2,1
Ground Nuts,30.98,64.17,26.26,Red,6,11,32
Tobacco,25.27,52.33,20.33,Loamy,15,0,36
Wheat,29.51,47.21,49.01,Clayey,1,14,12
Paddy,38.59,68.57,31.88,Loamy,41,0,4
Pulses,33.01,56.62,38.75,Sandy,38,0,4
Cotton,29.94,54.58,36.36,Sandy,20,2,20
Barley,28.42,68.97,38.11,Sandy,35,1,1
Barley,31.81,62.69,55.11,Sandy,17,0,8
Ground Nuts,28.06,49.09,36.0,Clayey,21,0,26
Sugarcane,32.09,67.57,37.6,Loamy,25,0,18
Cotton,30.4,73.93,50.87,Clayey,11,2,37
Oil seeds,31.37,61.56,36.38,Clayey,12,0,33
Wheat,28.4,64.69,20.0,Black,9,8,30
Paddy,35.46,68.5,33.83,Red,7,3,32
Paddy,33.36,48.62,48.04,Black,9,0,36
Sugarcane,30.09,51.69,31.75,Clayey,35,2,0
Maize,31.62,53.17,41.08,Clayey,38,0,0
Wheat,35.85,65.73,46.71,Clayey,41,0,0
Oil seeds,28.23,59.71,40.91,Clayey,19,2,18
Ground Nuts,22.91,52.89,43.54,Black,36,0,0
Millets,31.57,59.0,29.74,Loamy,32,0,3
Wheat,33.33,68.93,44.04,Loamy,41,0,0
Maize,26.1,56.4,70.0,Red,8,14,10
Maize,23.85,54.74,31.15,Black,10,4,8
Barley,33.93,68.08,68.4,Red,4,5,28
Oil seeds,24.14,50.03,56.4,Red,11,3,5
Barley,30.9,61.42,48.45,Loamy,13,0,6
Tobacco,38.27,61.02,39.38,Clayey,10,1,14
Pulses,30.53,72.94,69.94,Black,14,0,37
Barley,36.91,57.36,46.79,Black,9,4,30
Millets,27.89,58.78,32.12,Clayey,37,0,1
Ground Nuts,25.91,61.37,35.85,Black,37,0,0
Ground Nuts,26.89,45.93,34.24,Loamy,37,0,0
Oil seeds,26.9,54.22,37.63,Sandy,41,0,0
Cotton,33.83,56.33,40.46,Clayey,9,11,17
Pulses,32.23,65.73,36.41,Black,13,0,11
Oil seeds,33.56,69.13,30.78,Clayey,13,0,13
Millets,22.37,59.31,53.4,Sandy,25,1,21
Paddy,40.0,66.19,57.22,Sandy,40,0,0
Pulses,26.38,58.32,37.72,Loamy,38,0,0
Ground Nuts,25.09,55.29,28.94,Loamy,15,0,39
Wheat,34.6,52.97,41.6,Red,12,3,41
Paddy,30.08,55.2,40.09,Clayey,14,0,11
Millets,29.16,50.81,20.0,Black,7,16,12
Tobacco,23.32,50.4,46.44,Black,27,3,27
Cotton,27.41,54.55,26.1,Loamy,33,0,0
Maize,29.23,70.7,54.12,Sandy,42,3,0
Sugarcane,35.92,63.54,54.99,Clayey,17,0,40
Cotton,24.33,52.3,46.6,Red,20,0,16
Cotton,33.99,62.02,24.13,Loamy,42,0,3
Sugarcane,33.8,69.65,29.13,Black,11,2,33
Pulses,29.19,67.99,28.27,Clayey,42,0,0
Barley,32.92,56.58,28.5,Loamy,2,14,21
Ground Nuts,29.7,50.47,41.56,Sandy,11,19,22
Maize,22.82,48.25,49.55,Clayey,21,0,24
Oil seeds,24.87,53.41,36.47,Loamy,31,4,0
Oil seeds,29.25,54.77,56.41,Sandy,17,12,11
Paddy,28.88,54.57,38.98,Clayey,39,3,0
Cotton,36.11,61.24,27.61,Loamy,14,4,35
Ground Nuts,27.91,48.69,33.26,Red,37,0,0
Cotton,32.0,59.17,32.35,Loamy,40,0,0
Paddy,31.12,56.27,40.65,Loamy,17,0,37
Millets,38.03,60.56,64.39,Loamy,18,0,35
Tobacco,40.0,78.63,39.77,Clayey,13,2,39
Wheat,21.56,48.99,38.37,Clayey,32,1,4
Cotton,34.16,57.77,64.71,Red,3,12,29
Barley,29.74,67.3,55.7,Clayey,41,3,4
Paddy,24.02,52.18,41.72,Red,40,0,0
Tobacco,31.44,57.6,49.09,Black,35,0,2
Pulses,27.82,58.21,39.11,Red,23,3,13
Sugarcane,28.68,48.05,70.0,Clayey,4,0,10
Pulses,37.79,65.38,42.1,Loamy,16,2,42
Pulses,30.84,62.89,31.1,Black,18,0,36
Pulses,32.08,69.28,53.59,Clayey,12,19,10
Wheat,30.53,54.66,40.76,Red,23,0,22
Ground Nuts,27.28,67.0,60.31,Red,9,6,30
Oil seeds,30.52,52.92,33.2,Loamy,8,11,32
Maize,25.51,63.32,68.32,Clayey,4,12,33
Ground Nuts,30.28,76.59,30.6,Clayey,10,0,35
Cotton,31.27,76.13,35.28,Red,9,3,32
Sugarcane,26.52,59.29,37.89,Black,21,0,19
Wheat,37.78,70.33,64.11,Loamy,5,10,28
Ground Nuts,30.49,58.21,39.3,Clayey,12,11,11
Ground Nuts,29.18,54.17,23.3,Sandy,42,1,0
Oil seeds,25.21,46.78,31.12,Clayey,44,2,0
Paddy,22.64,49.3,30.33,Black,9,4,12
Oil seeds,30.2,64.88,52.82,Clayey,8,15,13
Barley,24.84,49.58,47.64,Loamy,37,0,0
Paddy,30.49,58.83,54.73,Loamy,35,4,2
Pulses,30.73,49.9,32.48,Loamy,15,0,10
Millets,29.82,58.66,44.21,Sandy,26,4,17
Maize,23.92,47.26,38.11,Red,9,7,25
Ground Nuts,27.8,66.49,56.09,Loamy,11,11,14
Ground Nuts,40.0,75.55,28.97,Black,15,0,40
Pulses,31.12,72.97,50.32,Clayey,14,17,8
Cotton,24.8,61.32,54.78,Black,7,6,32
Cotton,32.45,67.58,55.57,Black,4,0,10
Pulses,31.61,66.27,33.06,Sandy,7,6,18
Pulses,40.0,65.43,64.34,Sandy,14,0,36
Millets,34.46,78.03,54.74,Red,42,0,1
Millets,20.26,41.18,47.6,Red,23,0,14
Pulses,36.22,77.81,51.95,Black,37,0,0
Barley,30.24,56.13,30.91,Black,38,2,1
Paddy,35.54,62.73,42.81,Loamy,14,10,11
Cotton,29.73,58.45,60.67,Loamy,9,0,8
Cotton,27.58,64.59,62.12,Sandy,14,1,34
Cotton,26.09,69.65,41.82,Loamy,9,0,39
Millets,30.48,61.31,44.39,Red,22,0,15
Maize,29.86,48.43,47.14,Clayey,39,0,2
Sugarcane,25.2,65.72,54.26,Black,8,2,32
Ground Nuts,31.81,70.13,21.18,Red,13,0,36
Maize,22.32,56.11,24.06,Black,15,0,38
Tobacco,25.7,67.81,42.7,Loamy,25,0,17
Barley,30.23,55.76,53.54,Loamy,5,7,25
Tobacco,32.37,55.24,33.67,Loamy,18,0,32
Sugarcane,26.08,44.39,42.34,Clayey,16,2,26
Ground Nuts,39.89,76.0,32.46,Red,44,3,0
Tobacco,38.92,57.75,34.28,Clayey,13,0,38
Barley,26.41,55.23,43.13,Black,20,1,27
Millets,35.85,62.3,36.56,Red,16,0,42
Tobacco,33.0,59.14,48.43,Black,3,8,31
Barley,35.84,73.34,56.27,Red,11,6,26
Barley,32.85,53.21,37.96,Black,40,2,0
Millets,36.16,64.0,43.68,Loamy,20,0,19
Tobacco,28.03,51.46,40.88,Sandy,10,3,11
Paddy,38.77,73.1,64.83,Sandy,9,4,35
Cotton,39.61,74.2,29.32,Clayey,9,1,38
Cotton,40.0,65.97,61.68,Black,10,4,39
Paddy,31.66,68.88,64.94,Sandy,36,0,0
Millets,25.79,47.25,45.73,Clayey,32,0,0
Wheat,37.12,73.45,56.53,Loamy,15,14,13
Maize,27.79,54.72,69.39,Black,40,0,0
Paddy,27.84,50.3,41.85,Loamy,12,7,24
Maize,23.68,57.9,28.78,Sandy,32,0,2
Sugarcane,32.02,47.68,43.98,Loamy,36,0,0
Paddy,34.91,53.17,64.9,Sandy,15,13,15
Barley,31.87,56.38,39.33,Clayey,40,2,0
Pulses,33.5,61.54,58.09,Loamy,39,0,0
Barley,21.34,47.91,23.25,Loamy,13,2,6
Oil seeds,27.75,48.05,35.2,Sandy,25,4,24
Tobacco,27.41,57.31,54.62,Loamy,20,4,14
Oil seeds,36.6,74.72,50.92,Sandy,39,0,0
Tobacco,21.52,56.82,37.02,Clayey,21,2,20
Cotton,39.1,77.95,44.22,Sandy,13,0,36
Maize,30.22,56.38,60.39,Loamy,14,10,33
Ground Nuts,24.32,66.77,37.7,Black,26,0,16
Barley,31.78,51.44,58.82,Loamy,10,4,4
Tobacco,27.73,59.27,54.2,Red,3,5,35
Barley,25.66,45.25,65.07,Sandy,8,0,15
Ground Nuts,37.17,70.91,67.53,Sandy,21,4,22
Sugarcane,27.41,53.44,36.65,Black,31,0,0
Oil seeds,32.37,61.99,20.42,Loamy,7,3,41
Barley,29.68,74.89,47.11,Sandy,22,0,21
Ground Nuts,29.9,53.17,58.98,Black,12,5,24
Millets,31.08,56.03,45.64,Black,14,1,14
Maize,31.95,59.95,41.17,Loamy,15,3,39
Ground Nuts,28.83,59.74,35.13,Loamy,1,14,14
Pulses,28.67,59.49,43.85,Loamy,38,1,1
Cotton,32.76,50.9,22.0,Red,9,20,17
Wheat,40.0,52.95,43.51,Loamy,10,0,43
Sugarcane,28.17,50.93,37.01,Clayey,30,0,0
Tobacco,28.66,62.69,52.78,Sandy,45,0,0
Cotton,32.76,57.8,53.21,Loamy,17,3,28
Wheat,33.29,71.48,55.06,Loamy,14,1,36
Ground Nuts,22.61,60.89,53.36,Black,27,0,18
Barley,24.55,59.45,47.37,Red,1,15,15
Ground Nuts,28.72,58.94,59.53,Sandy,13,15,13
Cotton,36.49,58.68,47.81,Clayey,42,2,2
Wheat,27.77,61.89,27.29,Black,15,0,38
Wheat,27.09,45.13,20.39,Red,17,0,41
Pulses,30.34,65.26,61.34,Loamy,10,5,35
Maize,28.74,60.87,37.06,Clayey,10,16,19
Sugarcane,38.12,66.69,33.67,Loamy,15,2,9
Paddy,37.98,66.3,70.0,Red,22,0,16
Ground Nuts,30.61,58.28,51.6,Loamy,22,0,25
Barley,30.0,42.84,46.81,Loamy,8,17,12
Maize,39.4,75.28,52.3,Red,14,3,39
Wheat,27.74,60.46,44.85,Red,19,0,21
Maize,27.37,52.05,37.96,Clayey,24,0,20
Wheat,32.5,71.1,69.62,Red,7,7,11
Maize,26.46,43.65,36.14,Black,12,0,13
Cotton,30.31,69.86,46.3,Black,45,1,0
Oil seeds,32.02,50.79,61.39,Sandy,7,8,37
Ground Nuts,36.4,70.69,31.58,Sandy,16,0,44
Pulses,31.51,54.73,65.9,Sandy,16,0,10
Wheat,39.77,60.41,50.77,Sandy,6,4,34
Millets,33.93,62.94,38.71,Red,39,0,0
Pulses,32.13,65.75,52.1,Loamy,13,0,35
Cotton,29.99,54.89,41.47,Red,34,3,0
Wheat,38.38,71.17,56.45,Clayey,36,0,3
Pulses,30.43,59.04,40.61,Loamy,39,4,0
Cotton,28.65,49.55,30.12,Red,19,11,6
Maize,25.07,45.11,36.38,Clayey,2,20,18
Tobacco,26.73,51.88,26.29,Red,13,2,41
Oil seeds,35.68,63.89,46.79,Sandy,14,14,13
Pulses,33.56,59.78,61.64,Loamy,13,2,40
Millets,28.48,60.34,33.57,Sandy,43,0,3
Millets,34.31,58.35,30.92,Black,43,0,1
Tobacco,28.81,49.93,33.75,Red,34,1,0
Sugarcane,24.11,57.89,23.7,Loamy,27,2,17
Oil seeds,31.21,55.32,38.91,Red,41,0,0
Barley,28.66,41.97,62.44,Red,8,9,19
Wheat,22.83,46.9,34.09,Clayey,9,0,42
Paddy,25.54,65.51,26.75,Black,10,13,29
Sugarcane,30.02,68.96,35.81,Red,14,0,32
Millets,29.98,73.22,48.77,Clayey,26,4,18
Millets,34.95,71.28,53.19,Red,41,2,0
Maize,27.38,57.61,57.88,Sandy,8,0,5
Oil seeds,35.64,66.88,38.75,Black,2,18,24
Cotton,39.23,71.01,31.63,Clayey,39,0,0
Paddy,26.84,54.27,49.61,Red,20,0,26
Oil seeds,34.38,70.03,23.96,Sandy,38,2,1
Cotton,37.38,61.81,32.73,Loamy,3,5,31
Tobacco,36.92,62.66,58.76,Clayey,9,17,19
Wheat,31.54,66.48,66.12,Clayey,11,13,27
Sugarcane,30.38,67.91,57.24,Sandy,14,0,33
Paddy,33.13,61.63,41.66,Sandy,15,1,32
Paddy,40.0,61.51,32.66,Sandy,10,2,44
Oil seeds,37.05,61.02,32.03,Sandy,18,2,21
Maize,29.45,60.0,64.63,Loamy,10,4,28
Tobacco,20.82,42.97,44.06,Red,16,3,17
Oil seeds,34.04,60.33,70.0,Sandy,7,10,27
Paddy,25.22,62.81,49.09,Red,5,3,10
Barley,25.96,53.04,46.11,Black,6,11,31
Tobacco,34.01,50.12,30.27,Loamy,12,4,9
Maize,40.0,71.27,25.24,Red,16,4,17
Cotton,35.95,70.71,37.39,Black,37,3,0
Barley,29.41,52.65,48.35,Loamy,7,3,27
Millets,33.88,55.46,26.2,Black,37,0,0
Barley,33.99,68.26,39.64,Red,11,0,6
Tobacco,24.47,57.6,70.0,Sandy,39,1,0
Paddy,25.83,44.55,44.99,Sandy,5,20,24
Pulses,24.74,60.74,60.98,Loamy,5,3,17
Maize,27.19,59.49,56.18,Black,9,17,16
Cotton,31.1,50.28,40.57,Clayey,7,3,24
Paddy,26.73,44.52,40.8,Clayey,8,0,31
Wheat,30.46,71.86,41.95,Clayey,0,7,28
Pulses,28.7,59.26,46.42,Black,11,2,39
Wheat,32.49,61.52,47.27,Sandy,14,16,23
Pulses,25.28,55.11,38.36,Clayey,13,0,9
Millets,23.54,50.26,50.16,Loamy,27,2,23
Maize,28.53,62.54,61.11,Red,15,2,36
Pulses,26.45,56.63,64.39,Clayey,14,9,27
Pulses,27.71,67.71,47.17,Loamy,8,9,15
Sugarcane,24.98,47.0,20.99,Loamy,15,12,6
Tobacco,35.07,59.79,61.83,Black,14,13,14
Sugarcane,36.94,58.84,55.16,Sandy,1,7,33
Pulses,30.26,50.57,43.21,Black,13,6,11
Cotton,32.12,69.24,36.58,Red,43,0,0
Cotton,22.33,46.53,40.1,Clayey,27,1,14
